Sheet,Cell,Value,Formula
Without Debt,E110,=E100-E102,=E100-E102
Without Debt,F110,=F100-F102,=F100-F102
Without Debt,G110,=G100-G102,=G100-G102
Without Debt,H110,=H100-H102,=H100-H102
Without Debt,I110,=I100-I102,=I100-I102
Without Debt,J110,=J100-J102,=J100-J102
Without Debt,K110,=K100-K102,=K100-K102
Without Debt,L110,=L100-L102,=L100-L102
Without Debt,M110,=M100-M102,=M100-M102
Without Debt,N110,=N100-N102,=N100-N102
Without Debt,O110,=O100-O102,=O100-O102
Without Debt,P110,=P100-P102,=P100-P102
Without Debt,Q110,=Q100-Q102,=Q100-Q102
Without Debt,R110,=R100-R102,=R100-R102
Without Debt,S110,=S100-S102,=S100-S102
Without Debt,T110,=T100-T102,=T100-T102
Without Debt,U110,=U100-U102,=U100-U102
Without Debt,V110,=V100-V102,=V100-V102
Without Debt,W110,=W100-W102,=W100-W102
Without Debt,X110,=X100-X102,=X100-X102
Without Debt,Y110,=Y100-Y102,=Y100-Y102
Without Debt,Z110,=Z100-Z102,=Z100-Z102
Without Debt,AA110,=AA100-AA102,=AA100-AA102
Without Debt,AB110,=AB100-AB102,=AB100-AB102
Without Debt,B111,Cumulative,
Without Debt,D111,=D110,=D110
Without Debt,E111,=(D111+E110)*(E42<=$C$19),=(D111+E110)*(E42<=$C$19)
Without Debt,F111,=(E111+F110)*(F42<=$C$19),=(E111+F110)*(F42<=$C$19)
Without Debt,G111,=(F111+G110)*(G42<=$C$19),=(F111+G110)*(G42<=$C$19)
Without Debt,H111,=(G111+H110)*(H42<=$C$19),=(G111+H110)*(H42<=$C$19)
Without Debt,I111,=(H111+I110)*(I42<=$C$19),=(H111+I110)*(I42<=$C$19)
Without Debt,J111,=(I111+J110)*(J42<=$C$19),=(I111+J110)*(J42<=$C$19)
Without Debt,K111,=(J111+K110)*(K42<=$C$19),=(J111+K110)*(K42<=$C$19)
Without Debt,L111,=(K111+L110)*(L42<=$C$19),=(K111+L110)*(L42<=$C$19)
Without Debt,M111,=(L111+M110)*(M42<=$C$19),=(L111+M110)*(M42<=$C$19)
Without Debt,N111,=(M111+N110)*(N42<=$C$19),=(M111+N110)*(N42<=$C$19)
Without Debt,O111,=(N111+O110)*(O42<=$C$19),=(N111+O110)*(O42<=$C$19)
Without Debt,P111,=(O111+P110)*(P42<=$C$19),=(O111+P110)*(P42<=$C$19)
Without Debt,Q111,=(P111+Q110)*(Q42<=$C$19),=(P111+Q110)*(Q42<=$C$19)
Without Debt,R111,=(Q111+R110)*(R42<=$C$19),=(Q111+R110)*(R42<=$C$19)
Without Debt,S111,=(R111+S110)*(S42<=$C$19),=(R111+S110)*(S42<=$C$19)
Without Debt,T111,=(S111+T110)*(T42<=$C$19),=(S111+T110)*(T42<=$C$19)
Without Debt,U111,=(T111+U110)*(U42<=$C$19),=(T111+U110)*(U42<=$C$19)
Without Debt,V111,=(U111+V110)*(V42<=$C$19),=(U111+V110)*(V42<=$C$19)
Without Debt,W111,=(V111+W110)*(W42<=$C$19),=(V111+W110)*(W42<=$C$19)
Without Debt,X111,=(W111+X110)*(X42<=$C$19),=(W111+X110)*(X42<=$C$19)
Without Debt,Y111,=(X111+Y110)*(Y42<=$C$19),=(X111+Y110)*(Y42<=$C$19)
Without Debt,Z111,=(Y111+Z110)*(Z42<=$C$19),=(Y111+Z110)*(Z42<=$C$19)
Without Debt,AA111,=(Z111+AA110)*(AA42<=$C$19),=(Z111+AA110)*(AA42<=$C$19)
Without Debt,AB111,=(AA111+AB110)*(AB42<=$C$19),=(AA111+AB110)*(AB42<=$C$19)
Without Debt,D112,"=IF(ISERR(D110/D52),""n/a"",D110/D52)","=IF(ISERR(D110/D52),""n/a"",D110/D52)"
Without Debt,E112,"=IF(ISERR(E110/E52),""n/a"",E110/E52)","=IF(ISERR(E110/E52),""n/a"",E110/E52)"
Without Debt,F112,"=IF(ISERR(F110/F52),""n/a"",F110/F52)","=IF(ISERR(F110/F52),""n/a"",F110/F52)"
Without Debt,G112,"=IF(ISERR(G110/G52),""n/a"",G110/G52)","=IF(ISERR(G110/G52),""n/a"",G110/G52)"
Without Debt,H112,"=IF(ISERR(H110/H52),""n/a"",H110/H52)","=IF(ISERR(H110/H52),""n/a"",H110/H52)"
Without Debt,I112,"=IF(ISERR(I110/I52),""n/a"",I110/I52)","=IF(ISERR(I110/I52),""n/a"",I110/I52)"
Without Debt,J112,"=IF(ISERR(J110/J52),""n/a"",J110/J52)","=IF(ISERR(J110/J52),""n/a"",J110/J52)"
Without Debt,K112,"=IF(ISERR(K110/K52),""n/a"",K110/K52)","=IF(ISERR(K110/K52),""n/a"",K110/K52)"
Without Debt,L112,"=IF(ISERR(L110/L52),""n/a"",L110/L52)","=IF(ISERR(L110/L52),""n/a"",L110/L52)"
Without Debt,M112,"=IF(ISERR(M110/M52),""n/a"",M110/M52)","=IF(ISERR(M110/M52),""n/a"",M110/M52)"
Without Debt,N112,"=IF(ISERR(N110/N52),""n/a"",N110/N52)","=IF(ISERR(N110/N52),""n/a"",N110/N52)"
Without Debt,O112,"=IF(ISERR(O110/O52),""n/a"",O110/O52)","=IF(ISERR(O110/O52),""n/a"",O110/O52)"
Without Debt,P112,"=IF(ISERR(P110/P52),""n/a"",P110/P52)","=IF(ISERR(P110/P52),""n/a"",P110/P52)"
Without Debt,Q112,"=IF(ISERR(Q110/Q52),""n/a"",Q110/Q52)","=IF(ISERR(Q110/Q52),""n/a"",Q110/Q52)"
Without Debt,R112,"=IF(ISERR(R110/R52),""n/a"",R110/R52)","=IF(ISERR(R110/R52),""n/a"",R110/R52)"
Without Debt,S112,"=IF(ISERR(S110/S52),""n/a"",S110/S52)","=IF(ISERR(S110/S52),""n/a"",S110/S52)"
Without Debt,T112,"=IF(ISERR(T110/T52),""n/a"",T110/T52)","=IF(ISERR(T110/T52),""n/a"",T110/T52)"
Without Debt,U112,"=IF(ISERR(U110/U52),""n/a"",U110/U52)","=IF(ISERR(U110/U52),""n/a"",U110/U52)"
Without Debt,V112,"=IF(ISERR(V110/V52),""n/a"",V110/V52)","=IF(ISERR(V110/V52),""n/a"",V110/V52)"
Without Debt,W112,"=IF(ISERR(W110/W52),""n/a"",W110/W52)","=IF(ISERR(W110/W52),""n/a"",W110/W52)"
Without Debt,X112,"=IF(ISERR(X110/X52),""n/a"",X110/X52)","=IF(ISERR(X110/X52),""n/a"",X110/X52)"
Without Debt,Y112,"=IF(ISERR(Y110/Y52),""n/a"",Y110/Y52)","=IF(ISERR(Y110/Y52),""n/a"",Y110/Y52)"
Without Debt,Z112,"=IF(ISERR(Z110/Z52),""n/a"",Z110/Z52)","=IF(ISERR(Z110/Z52),""n/a"",Z110/Z52)"
Without Debt,AA112,"=IF(ISERR(AA110/AA52),""n/a"",AA110/AA52)","=IF(ISERR(AA110/AA52),""n/a"",AA110/AA52)"
Without Debt,AB112,"=IF(ISERR(AB110/AB52),""n/a"",AB110/AB52)","=IF(ISERR(AB110/AB52),""n/a"",AB110/AB52)"
Without Debt,B114,Dividends,
Without Debt,D114,"=MAX(0,D110*$C$31)*(D42<=$C$19)","=MAX(0,D110*$C$31)*(D42<=$C$19)"
Without Debt,E114,"=MAX(0,E110*$C$31)*(E42<=$C$19)","=MAX(0,E110*$C$31)*(E42<=$C$19)"
Without Debt,F114,"=MAX(0,F110*$C$31)*(F42<=$C$19)","=MAX(0,F110*$C$31)*(F42<=$C$19)"
Without Debt,G114,"=MAX(0,G110*$C$31)*(G42<=$C$19)","=MAX(0,G110*$C$31)*(G42<=$C$19)"
Without Debt,H114,"=MAX(0,H110*$C$31)*(H42<=$C$19)","=MAX(0,H110*$C$31)*(H42<=$C$19)"
Without Debt,I114,"=MAX(0,I110*$C$31)*(I42<=$C$19)","=MAX(0,I110*$C$31)*(I42<=$C$19)"
Without Debt,J114,"=MAX(0,J110*$C$31)*(J42<=$C$19)","=MAX(0,J110*$C$31)*(J42<=$C$19)"
Without Debt,K114,"=MAX(0,K110*$C$31)*(K42<=$C$19)","=MAX(0,K110*$C$31)*(K42<=$C$19)"
Without Debt,L114,"=MAX(0,L110*$C$31)*(L42<=$C$19)","=MAX(0,L110*$C$31)*(L42<=$C$19)"
Without Debt,M114,"=MAX(0,M110*$C$31)*(M42<=$C$19)","=MAX(0,M110*$C$31)*(M42<=$C$19)"
Without Debt,N114,"=MAX(0,N110*$C$31)*(N42<=$C$19)","=MAX(0,N110*$C$31)*(N42<=$C$19)"
Without Debt,O114,"=MAX(0,O110*$C$31)*(O42<=$C$19)","=MAX(0,O110*$C$31)*(O42<=$C$19)"
Without Debt,P114,"=MAX(0,P110*$C$31)*(P42<=$C$19)","=MAX(0,P110*$C$31)*(P42<=$C$19)"
Without Debt,Q114,"=MAX(0,Q110*$C$31)*(Q42<=$C$19)","=MAX(0,Q110*$C$31)*(Q42<=$C$19)"
Without Debt,R114,"=MAX(0,R110*$C$31)*(R42<=$C$19)","=MAX(0,R110*$C$31)*(R42<=$C$19)"
Without Debt,S114,"=MAX(0,S110*$C$31)*(S42<=$C$19)","=MAX(0,S110*$C$31)*(S42<=$C$19)"
Without Debt,T114,"=MAX(0,T110*$C$31)*(T42<=$C$19)","=MAX(0,T110*$C$31)*(T42<=$C$19)"
Without Debt,U114,"=MAX(0,U110*$C$31)*(U42<=$C$19)","=MAX(0,U110*$C$31)*(U42<=$C$19)"
Without Debt,V114,"=MAX(0,V110*$C$31)*(V42<=$C$19)","=MAX(0,V110*$C$31)*(V42<=$C$19)"
Without Debt,W114,"=MAX(0,W110*$C$31)*(W42<=$C$19)","=MAX(0,W110*$C$31)*(W42<=$C$19)"
Without Debt,X114,"=MAX(0,X110*$C$31)*(X42<=$C$19)","=MAX(0,X110*$C$31)*(X42<=$C$19)"
Without Debt,Y114,"=MAX(0,Y110*$C$31)*(Y42<=$C$19)","=MAX(0,Y110*$C$31)*(Y42<=$C$19)"
Without Debt,Z114,"=MAX(0,Z110*$C$31)*(Z42<=$C$19)","=MAX(0,Z110*$C$31)*(Z42<=$C$19)"
Without Debt,AA114,"=MAX(0,AA110*$C$31)*(AA42<=$C$19)","=MAX(0,AA110*$C$31)*(AA42<=$C$19)"
Without Debt,AB114,"=MAX(0,AB110*$C$31)*(AB42<=$C$19)","=MAX(0,AB110*$C$31)*(AB42<=$C$19)"
Without Debt,B115,Retained Earnings,
Without Debt,D115,=D110-D114,=D110-D114
Without Debt,E115,=E110-E114,=E110-E114
Without Debt,F115,=F110-F114,=F110-F114
Without Debt,G115,=G110-G114,=G110-G114
Without Debt,H115,=H110-H114,=H110-H114
Without Debt,I115,=I110-I114,=I110-I114
Without Debt,J115,=J110-J114,=J110-J114
Without Debt,K115,=K110-K114,=K110-K114
Without Debt,L115,=L110-L114,=L110-L114
Without Debt,M115,=M110-M114,=M110-M114
Without Debt,N115,=N110-N114,=N110-N114
Without Debt,O115,=O110-O114,=O110-O114
Without Debt,P115,=P110-P114,=P110-P114
Without Debt,Q115,=Q110-Q114,=Q110-Q114
Without Debt,R115,=R110-R114,=R110-R114
Without Debt,S115,=S110-S114,=S110-S114
Without Debt,T115,=T110-T114,=T110-T114
Without Debt,U115,=U110-U114,=U110-U114
Without Debt,V115,=V110-V114,=V110-V114
Without Debt,W115,=W110-W114,=W110-W114
Without Debt,X115,=X110-X114,=X110-X114
Without Debt,Y115,=Y110-Y114,=Y110-Y114
Without Debt,Z115,=Z110-Z114,=Z110-Z114
Without Debt,AA115,=AA110-AA114,=AA110-AA114
Without Debt,AB115,=AB110-AB114,=AB110-AB114
Without Debt,D116,=SUM(D115*40%),=SUM(D115*40%)
Without Debt,E116,=SUM(E115*40%),=SUM(E115*40%)
Without Debt,F116,=SUM(F115*40%),=SUM(F115*40%)
Without Debt,G116,=SUM(D116:F116),=SUM(D116:F116)
Without Debt,D117,=SUM(D116/3),=SUM(D116/3)
Without Debt,E117,=SUM(E116/3),=SUM(E116/3)
Without Debt,F117,=SUM(F116/3),=SUM(F116/3)
Without Debt,G117,=SUM(D117:F117),=SUM(D117:F117)
Without Debt,H117,423000,
Without Debt,I117,=SUM(AB175*70%*40%/3),=SUM(AB175*70%*40%/3)
Without Debt,J117,=SUM(I117*5),=SUM(I117*5)
Without Debt,B118,Cash Flow,
Without Debt,C118,0,
Without Debt,D118,1,
Without Debt,E118,2,
Without Debt,F118,3,
Without Debt,G118,4,
Without Debt,H118,5,
Without Debt,I118,6,
Without Debt,J118,7,
Without Debt,K118,8,
Without Debt,L118,9,
Without Debt,M118,10,
Without Debt,N118,11,
Without Debt,O118,12,
Without Debt,P118,13,
Without Debt,Q118,14,
Without Debt,R118,15,
Without Debt,S118,16,
Without Debt,T118,17,
Without Debt,U118,18,
Without Debt,V118,19,
Without Debt,W118,20,
Without Debt,X118,21,
Without Debt,Y118,22,
Without Debt,Z118,23,
Without Debt,AA118,24,
Without Debt,AB118,25,
Without Debt,B120,Net Profit,
Without Debt,D120,=D110,=D110
Without Debt,E120,=E110,=E110
Without Debt,F120,=F110,=F110
Without Debt,G120,=G110,=G110
Without Debt,H120,=H110,=H110
Without Debt,I120,=I110,=I110
Without Debt,J120,=J110,=J110
Without Debt,K120,=K110,=K110
Without Debt,L120,=L110,=L110
Without Debt,M120,=M110,=M110
Without Debt,N120,=N110,=N110
Without Debt,O120,=O110,=O110
Without Debt,P120,=P110,=P110
Without Debt,Q120,=Q110,=Q110
Without Debt,R120,=R110,=R110
Without Debt,S120,=S110,=S110
Without Debt,T120,=T110,=T110
Without Debt,U120,=U110,=U110
Without Debt,V120,=V110,=V110
Without Debt,W120,=W110,=W110
Without Debt,X120,=X110,=X110
Without Debt,Y120,=Y110,=Y110
Without Debt,Z120,=Z110,=Z110
Without Debt,AA120,=AA110,=AA110
Without Debt,AB120,=AB110,=AB110
Without Debt,B121,Interest Paid,
Without Debt,D121,=D98,=D98
Without Debt,E121,=E98,=E98
Without Debt,F121,=F98,=F98
Without Debt,G121,=G98,=G98
Without Debt,H121,=H98,=H98
Without Debt,I121,=I98,=I98
Without Debt,J121,=J98,=J98
Without Debt,K121,=K98,=K98
Without Debt,L121,=L98,=L98
Without Debt,M121,=M98,=M98
Without Debt,N121,=N98,=N98
Without Debt,O121,=O98,=O98
Without Debt,P121,=P98,=P98
Without Debt,Q121,=Q98,=Q98
Without Debt,R121,=R98,=R98
Without Debt,S121,=S98,=S98
Without Debt,T121,=T98,=T98
Without Debt,U121,=U98,=U98
Without Debt,V121,=V98,=V98
Without Debt,W121,=W98,=W98
Without Debt,X121,=X98,=X98
Without Debt,Y121,=Y98,=Y98
Without Debt,Z121,=Z98,=Z98
Without Debt,AA121,=AA98,=AA98
Without Debt,AB121,=AB98,=AB98
Without Debt,B122,Interest Received,
Without Debt,D122,=D99,=D99
Without Debt,E122,=E99,=E99
Without Debt,F122,=F99,=F99
Without Debt,G122,=G99,=G99
Without Debt,H122,=H99,=H99
Without Debt,I122,=I99,=I99
Without Debt,J122,=J99,=J99
Without Debt,K122,=K99,=K99
Without Debt,L122,=L99,=L99
Without Debt,M122,=M99,=M99
Without Debt,N122,=N99,=N99
Without Debt,O122,=O99,=O99
Without Debt,P122,=P99,=P99
Without Debt,Q122,=Q99,=Q99
Without Debt,R122,=R99,=R99
Without Debt,S122,=S99,=S99
Without Debt,T122,=T99,=T99
Without Debt,U122,=U99,=U99
Without Debt,V122,=V99,=V99
Without Debt,W122,=W99,=W99
Without Debt,X122,=X99,=X99
Without Debt,Y122,=Y99,=Y99
Without Debt,Z122,=Z99,=Z99
Without Debt,AA122,=AA99,=AA99
Without Debt,AB122,=AB99,=AB99
Without Debt,B123,Interest tax shield,
Without Debt,D123,=D109,=D109
Without Debt,E123,=E109,=E109
Without Debt,F123,=F109,=F109
Without Debt,G123,=G109,=G109
Without Debt,H123,=H109,=H109
Without Debt,I123,=I109,=I109
Without Debt,J123,=J109,=J109
Without Debt,K123,=K109,=K109
Without Debt,L123,=L109,=L109
Without Debt,M123,=M109,=M109
Without Debt,N123,=N109,=N109
Without Debt,O123,=O109,=O109
Without Debt,P123,=P109,=P109
Without Debt,Q123,=Q109,=Q109
Without Debt,R123,=R109,=R109
Without Debt,S123,=S109,=S109
Without Debt,T123,=T109,=T109
Without Debt,U123,=U109,=U109
Without Debt,V123,=V109,=V109
Without Debt,W123,=W109,=W109
Without Debt,X123,=X109,=X109
Without Debt,Y123,=Y109,=Y109
Without Debt,Z123,=Z109,=Z109
Without Debt,AA123,=AA109,=AA109
Without Debt,AB123,=AB109,=AB109
Without Debt,B124,Depreciation,
Without Debt,D124,=D69,=D69
Without Debt,E124,=E69,=E69
Without Debt,F124,=F69,=F69
Without Debt,G124,=G69,=G69
Without Debt,H124,=H69,=H69
Without Debt,I124,=I69,=I69
Without Debt,J124,=J69,=J69
Without Debt,K124,=K69,=K69
Without Debt,L124,=L69,=L69
Without Debt,M124,=M69,=M69
Without Debt,N124,=N69,=N69
Without Debt,O124,=O69,=O69
Without Debt,P124,=P69,=P69
Without Debt,Q124,=Q69,=Q69
Without Debt,R124,=R69,=R69
Without Debt,S124,=S69,=S69
Without Debt,T124,=T69,=T69
Without Debt,U124,=U69,=U69
Without Debt,V124,=V69,=V69
Without Debt,W124,=W69,=W69
Without Debt,X124,=X69,=X69
Without Debt,Y124,=Y69,=Y69
Without Debt,Z124,=Z69,=Z69
Without Debt,AA124,=AA69,=AA69
Without Debt,AB124,=AB69,=AB69
Without Debt,B125,Cash from Operations,
Without Debt,D125,=D120+D124+D121-D122-D123,=D120+D124+D121-D122-D123
Without Debt,E125,=E120+E124+E121-E122-E123,=E120+E124+E121-E122-E123
Without Debt,F125,=F120+F124+F121-F122-F123,=F120+F124+F121-F122-F123
Without Debt,G125,=G120+G124+G121-G122-G123,=G120+G124+G121-G122-G123
Without Debt,H125,=H120+H124+H121-H122-H123,=H120+H124+H121-H122-H123
Without Debt,I125,=I120+I124+I121-I122-I123,=I120+I124+I121-I122-I123
Without Debt,J125,=J120+J124+J121-J122-J123,=J120+J124+J121-J122-J123
Without Debt,K125,=K120+K124+K121-K122-K123,=K120+K124+K121-K122-K123
Without Debt,L125,=L120+L124+L121-L122-L123,=L120+L124+L121-L122-L123
Without Debt,M125,=M120+M124+M121-M122-M123,=M120+M124+M121-M122-M123
Without Debt,N125,=N120+N124+N121-N122-N123,=N120+N124+N121-N122-N123
Without Debt,O125,=O120+O124+O121-O122-O123,=O120+O124+O121-O122-O123
Without Debt,P125,=P120+P124+P121-P122-P123,=P120+P124+P121-P122-P123
Without Debt,Q125,=Q120+Q124+Q121-Q122-Q123,=Q120+Q124+Q121-Q122-Q123
Without Debt,R125,=R120+R124+R121-R122-R123,=R120+R124+R121-R122-R123
Without Debt,S125,=S120+S124+S121-S122-S123,=S120+S124+S121-S122-S123
Without Debt,T125,=T120+T124+T121-T122-T123,=T120+T124+T121-T122-T123
Without Debt,U125,=U120+U124+U121-U122-U123,=U120+U124+U121-U122-U123
Without Debt,V125,=V120+V124+V121-V122-V123,=V120+V124+V121-V122-V123
Without Debt,W125,=W120+W124+W121-W122-W123,=W120+W124+W121-W122-W123
Without Debt,X125,=X120+X124+X121-X122-X123,=X120+X124+X121-X122-X123
Without Debt,Y125,=Y120+Y124+Y121-Y122-Y123,=Y120+Y124+Y121-Y122-Y123
Without Debt,Z125,=Z120+Z124+Z121-Z122-Z123,=Z120+Z124+Z121-Z122-Z123
Without Debt,AA125,=AA120+AA124+AA121-AA122-AA123,=AA120+AA124+AA121-AA122-AA123
Without Debt,AB125,=AB120+AB124+AB121-AB122-AB123,=AB120+AB124+AB121-AB122-AB123
Without Debt,B126,Initial Cost,
Without Debt,C126,='Calculation Debt'!C127,='Calculation Debt'!C127
Without Debt,D126,=(D42=$H$6)*(($C$7*$H$8)+$H$7),=(D42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,E126,=(E42=$H$6)*(($C$7*$H$8)+$H$7),=(E42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,F126,=(F42=$H$6)*(($C$7*$H$8)+$H$7),=(F42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,G126,=(G42=$H$6)*(($C$7*$H$8)+$H$7),=(G42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,H126,=(H42=$H$6)*(($C$7*$H$8)+$H$7),=(H42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,I126,=(I42=$H$6)*(($C$7*$H$8)+$H$7),=(I42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,J126,=(J42=$H$6)*(($C$7*$H$8)+$H$7),=(J42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,K126,=(K42=$H$6)*(($C$7*$H$8)+$H$7),=(K42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,L126,=(L42=$H$6)*(($C$7*$H$8)+$H$7),=(L42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,M126,=(M42=$H$6)*(($C$7*$H$8)+$H$7),=(M42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,N126,=(N42=$H$6)*(($C$7*$H$8)+$H$7),=(N42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,O126,=(O42=$H$6)*(($C$7*$H$8)+$H$7),=(O42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,P126,=(P42=$H$6)*(($C$7*$H$8)+$H$7),=(P42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,Q126,=(Q42=$H$6)*(($C$7*$H$8)+$H$7),=(Q42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,R126,=(R42=$H$6)*(($C$7*$H$8)+$H$7),=(R42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,S126,=(S42=$H$6)*(($C$7*$H$8)+$H$7),=(S42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,T126,=(T42=$H$6)*(($C$7*$H$8)+$H$7),=(T42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,U126,=(U42=$H$6)*(($C$7*$H$8)+$H$7),=(U42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,V126,=(V42=$H$6)*(($C$7*$H$8)+$H$7),=(V42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,W126,=(W42=$H$6)*(($C$7*$H$8)+$H$7),=(W42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,X126,=(X42=$H$6)*(($C$7*$H$8)+$H$7),=(X42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,Y126,=(Y42=$H$6)*(($C$7*$H$8)+$H$7),=(Y42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,Z126,=(Z42=$H$6)*(($C$7*$H$8)+$H$7),=(Z42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,AA126,=(AA42=$H$6)*(($C$7*$H$8)+$H$7),=(AA42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,AB126,=(AB42=$H$6)*(($C$7*$H$8)+$H$7),=(AB42=$H$6)*(($C$7*$H$8)+$H$7)
Without Debt,B127,Inverter replacement costs,
Without Debt,D127,=-D132,=-D132
Without Debt,E127,=-E132,=-E132
Without Debt,F127,=-F132,=-F132
Without Debt,G127,=-G132,=-G132
Without Debt,H127,=-H132,=-H132
Without Debt,I127,=-I132,=-I132
Without Debt,J127,=-J132,=-J132
Without Debt,K127,=-K132,=-K132
Without Debt,L127,=-L132,=-L132
Without Debt,M127,=-M132,=-M132
Without Debt,N127,=-N132,=-N132
Without Debt,O127,=-O132,=-O132
Without Debt,P127,=-P132,=-P132
Without Debt,Q127,=-Q132,=-Q132
Without Debt,R127,=-R132,=-R132
Without Debt,S127,=-S132,=-S132
Without Debt,T127,=-T132,=-T132
Without Debt,U127,=-U132,=-U132
Without Debt,V127,=-V132,=-V132
Without Debt,W127,=-W132,=-W132
Without Debt,X127,=-X132,=-X132
Without Debt,Y127,=-Y132,=-Y132
Without Debt,Z127,=-Z132,=-Z132
Without Debt,AA127,=-AA132,=-AA132
Without Debt,AB127,=-AB132,=-AB132
Without Debt,B128,battery replacement costs,
Without Debt,D128,=-D134,=-D134
Without Debt,E128,=-E134,=-E134
Without Debt,F128,=-F134,=-F134
Without Debt,G128,=-G134,=-G134
Without Debt,H128,=-H134,=-H134
Without Debt,I128,=-I134,=-I134
Without Debt,J128,=-J134,=-J134
Without Debt,K128,=-K134,=-K134
Without Debt,L128,=-L134,=-L134
Without Debt,M128,=-M134,=-M134
Without Debt,N128,=-N134,=-N134
Without Debt,O128,=-O134,=-O134
Without Debt,P128,=-P134,=-P134
Without Debt,Q128,=-Q134,=-Q134
Without Debt,R128,=-R134,=-R134
Without Debt,S128,=-S134,=-S134
Without Debt,T128,=-T134,=-T134
Without Debt,U128,=-U134,=-U134
Without Debt,V128,=-V134,=-V134
Without Debt,W128,=-W134,=-W134
Without Debt,X128,=-X134,=-X134
Without Debt,Y128,=-Y134,=-Y134
Without Debt,Z128,=-Z134,=-Z134
Without Debt,AA128,=-AA134,=-AA134
Without Debt,AB128,=-AB134,=-AB134
Without Debt,B129,Total Capex,
Without Debt,C129,=SUM(C126:C128),=SUM(C126:C128)
Without Debt,D129,=SUM(D126:D128),=SUM(D126:D128)
Without Debt,E129,=SUM(E126:E128),=SUM(E126:E128)
Without Debt,F129,=SUM(F126:F128),=SUM(F126:F128)
Without Debt,G129,=SUM(G126:G128),=SUM(G126:G128)
Without Debt,H129,=SUM(H126:H128),=SUM(H126:H128)
Without Debt,I129,=SUM(I126:I128),=SUM(I126:I128)
Without Debt,J129,=SUM(J126:J128),=SUM(J126:J128)
Without Debt,K129,=SUM(K126:K128),=SUM(K126:K128)
Without Debt,L129,=SUM(L126:L128),=SUM(L126:L128)
Without Debt,M129,=SUM(M126:M128),=SUM(M126:M128)
Without Debt,N129,=SUM(N126:N128),=SUM(N126:N128)
Without Debt,O129,=SUM(O126:O128),=SUM(O126:O128)
Without Debt,P129,=SUM(P126:P128),=SUM(P126:P128)
Without Debt,Q129,=SUM(Q126:Q128),=SUM(Q126:Q128)
Without Debt,R129,=SUM(R126:R128),=SUM(R126:R128)
Without Debt,S129,=SUM(S126:S128),=SUM(S126:S128)
Without Debt,T129,=SUM(T126:T128),=SUM(T126:T128)
Without Debt,U129,=SUM(U126:U128),=SUM(U126:U128)
Without Debt,V129,=SUM(V126:V128),=SUM(V126:V128)
Without Debt,W129,=SUM(W126:W128),=SUM(W126:W128)
Without Debt,X129,=SUM(X126:X128),=SUM(X126:X128)
Without Debt,Y129,=SUM(Y126:Y128),=SUM(Y126:Y128)
Without Debt,Z129,=SUM(Z126:Z128),=SUM(Z126:Z128)
Without Debt,AA129,=SUM(AA126:AA128),=SUM(AA126:AA128)
Without Debt,AB129,=SUM(AB126:AB128),=SUM(AB126:AB128)
Without Debt,B131,Inverter reserve account contribution,
Without Debt,D131,"=IF(D42<=$H$12,$H$15,0)","=IF(D42<=$H$12,$H$15,0)"
Without Debt,E131,"=IF(E42<=$H$12,$H$15,0)","=IF(E42<=$H$12,$H$15,0)"
Without Debt,F131,"=IF(F42<=$H$12,$H$15,0)","=IF(F42<=$H$12,$H$15,0)"
Without Debt,G131,"=IF(G42<=$H$12,$H$15,0)","=IF(G42<=$H$12,$H$15,0)"
Without Debt,H131,"=IF(H42<=$H$12,$H$15,0)","=IF(H42<=$H$12,$H$15,0)"
Without Debt,I131,"=IF(I42<=$H$12,$H$15,0)","=IF(I42<=$H$12,$H$15,0)"
Without Debt,J131,"=IF(J42<=$H$12,$H$15,0)","=IF(J42<=$H$12,$H$15,0)"
Without Debt,K131,"=IF(K42<=$H$12,$H$15,0)","=IF(K42<=$H$12,$H$15,0)"
Without Debt,L131,"=IF(L42<=$H$12,$H$15,0)","=IF(L42<=$H$12,$H$15,0)"
